ACCIDENT NO,ACCIDENT DATE,ACCIDENT TIME,ACCIDENT TYPE,ACCIDENT TYPE DESC,DAY OF WEEK,DAY WEEK DESCRIPTION,DCA CODE,DCA DESCRIPTION,DIRECTORY,EDITION,PAGE,GRID REFERENCE X,GRID REFERENCE Y,LIGHT CONDITION,LIGHT CONDITION DESC,NODE ID,NO OF VEHICLES,NO PERSONS,NO PERSONS INJ 2,NO PERSONS INJ 3,NO PERSONS KILLED,NO PERSONS NOT INJ,POLICE ATTEND,ROAD GEOMETRY,ROAD GEOMETRY  DESC,SEVERITY,SPEED ZONE
12000008928,29/02/2000,17.15.00,2,Struck Pedestrian,3,Tuesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,2F,H,11,1,Day,75598,1,2,0,1,0,1,2,5,Not at intersection,3,60
12000009055,3/3/2000,10.30.00,1,Collision with vehicle,6,Friday,162,ACCIDENT OR BROKEN DOWN                   ,MEL,40,69,E,2,1,Day,128069,2,2,1,0,0,1,1,5,Not at intersection,2,100
12000009059,7/3/2000,21.40.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2A,H,11,3,Dark Street lights on,29377,2,3,0,1,0,2,2,1,Cross intersection,3,60
12000009072,23/02/2000,07.15.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,87,J,12,1,Day,127974,2,4,0,1,0,3,2,5,Not at intersection,3,70
12000009103,2/3/2000,20.50.00,1,Collision with vehicle,5,Thursday,112,LEFT FAR (INTERSECTIONS ONLY)                ,MEL,40,68,C,2,3,Dark Street lights on,41313,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000009117,3/3/2000,08.20.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,2B,E,7,1,Day,29390,2,2,0,1,0,1,1,2,T intersection,3,60
12000009124,19/02/2000,18.20.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1C,A,4,1,Day,127975,2,5,0,3,0,2,1,5,Not at intersection,3,80
12000009128,14/02/2000,15.00.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1D,S,7,1,Day,127977,4,4,0,1,0,3,1,5,Not at intersection,3,60
12000009134,9/2/2000,14.30.00,2,Struck Pedestrian,4,Wednesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,MEL,40,2B,C,12,1,Day,35310,1,2,1,0,0,1,1,1,Cross intersection,2,60
12000009136,14/02/2000,15.40.00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,67,C,10,1,Day,111,1,2,0,2,0,0,1,2,T intersection,3,60
12000009327,3/3/2000,00.05.00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,59,A,7,3,Dark Street lights on,128126,1,1,0,1,0,0,1,6,Dead end,3,60
12000009329,2/3/2000,12.40.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,68,E,1,1,Day,91707,2,2,0,1,0,1,2,5,Not at intersection,3,60
12000009332,2/3/2000,15.50.00,1,Collision with vehicle,5,Thursday,143,ENTERING PARKING                      ,MEL,40,77,E,9,1,Day,128127,3,2,0,1,0,1,1,5,Not at intersection,3,60
12000009335,29/02/2000,07.00.00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR                          ,MEL,40,1A,H,3,1,Day,29418,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000009340,29/02/2000,06.50.00,1,Collision with vehicle,3,Tuesday,154,PULLING OUT -REAR END                    ,MEL,40,2H,K,11,2,Dusk/Dawn,127966,2,2,1,1,0,0,2,5,Not at intersection,2,60
12000009342,2/3/2000,16.30.00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,97,B,1,1,Day,43292,2,2,0,1,0,1,1,2,T intersection,3,60
12000009345,5/3/2000,01.10.00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,58,F,8,3,Dark Street lights on,57518,2,3,0,1,0,2,1,1,Cross intersection,3,60
12000009347,6/3/2000,16.15.00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,68,H,7,1,Day,128130,2,2,0,1,0,1,1,5,Not at intersection,3,60
